name	perc_frags	num_frags	num_frags_direct	rank	ncbi_taxon_id	scientific_name
ESC_AA7971AA_AS	  2.28	9	9	S1	869729	                  Escherichia coli UM146
ESC_AA7971AA_AS	  0.76	3	3	S1	941323	                  Escherichia coli VR50
ESC_AA7971AA_AS	  0.76	3	2	S1	168807	                  Escherichia coli O127:H6
ESC_AA7971AA_AS	  0.25	1	1	S2	574521	                    Escherichia coli O127:H6 str. E2348/69
ESC_AA7971AA_AS	  0.51	2	0	S1	83333	                  Escherichia coli K-12
ESC_AA7971AA_AS	  0.51	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_AA7971AA_AS	  0.51	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_AA7971AA_AS	  0.51	2	2	S1	930406	                  Escherichia coli O157:H16
ESC_AA7971AA_AS	  0.25	1	1	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_AA7971AA_AS	  0.25	1	1	S1	199310	                  Escherichia coli CFT073
ESC_AA7971AA_AS	  0.25	1	1	S1	1200752	                  Escherichia coli NCCP15648
ESC_AA7971AA_AS	  0.25	1	1	S1	362663	                  Escherichia coli 536
ESC_AA7971AA_AS	  0.25	1	0	S1	1603259	                  Escherichia coli O139:H28
ESC_AA7971AA_AS	  0.25	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
ESC_AA7971AA_AS	  0.25	1	1	S1	405955	                  Escherichia coli APEC O1
ESC_AA7971AA_AS	  0.25	1	1	S1	1412834	                  Escherichia coli FAP1
ESC_AA9421AA_AS	  1.48	2	2	U	0	unclassified
ESC_AA9421AA_AS	 98.52	133	1	R	1	root
ESC_AA9421AA_AS	 97.78	132	0	R1	131567	  cellular organisms
ESC_AA9421AA_AS	 97.78	132	0	D	2	    Bacteria
ESC_AA9421AA_AS	 97.78	132	0	P	1224	      Proteobacteria
ESC_AA9421AA_AS	 97.78	132	0	C	1236	        Gammaproteobacteria
ESC_AA9421AA_AS	 97.78	132	6	O	91347	          Enterobacterales
ESC_AA9421AA_AS	 93.33	126	10	F	543	            Enterobacteriaceae
ESC_AA9421AA_AS	 85.93	116	6	G	561	              Escherichia
ESC_AA9421AA_AS	 81.48	110	88	S	562	                Escherichia coli
ESC_AA9421AA_AS	  5.19	7	7	S1	869729	                  Escherichia coli UM146
ESC_AA9421AA_AS	  2.96	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_AA9421AA_AS	  1.48	2	2	S1	930406	                  Escherichia coli O157:H16
ESC_AA9421AA_AS	  1.48	2	2	S1	168807	                  Escherichia coli O127:H6
ESC_AA9421AA_AS	  1.48	2	2	S1	199310	                  Escherichia coli CFT073
ESC_AA9421AA_AS	  0.74	1	0	S1	83333	                  Escherichia coli K-12
ESC_AA9421AA_AS	  0.74	1	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_AA9421AA_AS	  0.74	1	1	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_AA9421AA_AS	  0.74	1	1	S1	941323	                  Escherichia coli VR50
ESC_AA9421AA_AS	  0.74	1	1	S1	696406	                  Escherichia coli UMNK88
ESC_AA9421AA_AS	  0.74	1	1	S1	405955	                  Escherichia coli APEC O1
ESC_AA9421AA_AS	  0.74	1	1	S1	2048776	                  Escherichia coli O128:H27
ESC_BA0967AA_AS	100.00	110	0	R	1	root
ESC_BA0967AA_AS	100.00	110	0	R1	131567	  cellular organisms
ESC_BA0967AA_AS	100.00	110	0	D	2	    Bacteria
ESC_BA0967AA_AS	 99.09	109	0	P	1224	      Proteobacteria
ESC_BA0967AA_AS	 99.09	109	1	C	1236	        Gammaproteobacteria
ESC_BA0967AA_AS	 98.18	108	8	O	91347	          Enterobacterales
ESC_BA0967AA_AS	 90.91	100	11	F	543	            Enterobacteriaceae
ESC_BA0967AA_AS	 79.09	87	3	G	561	              Escherichia
ESC_BA0967AA_AS	 76.36	84	60	S	562	                Escherichia coli
ESC_BA0967AA_AS	  5.45	6	6	S1	869729	                  Escherichia coli UM146
ESC_BA0967AA_AS	  3.64	4	4	S1	941323	                  Escherichia coli VR50
ESC_BA0967AA_AS	  2.73	3	3	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_BA0967AA_AS	  2.73	3	3	S1	199310	                  Escherichia coli CFT073
ESC_BA0967AA_AS	  1.82	2	0	S1	83333	                  Escherichia coli K-12
ESC_BA0967AA_AS	  1.82	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_BA0967AA_AS	  1.82	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_BA0967AA_AS	  1.82	2	2	S1	913091	                  Escherichia coli TW10598
ESC_BA0967AA_AS	  0.91	1	1	S1	655817	                  Escherichia coli ABU 83972
ESC_BA0967AA_AS	  0.91	1	1	S1	930406	                  Escherichia coli O157:H16
ESC_BA0967AA_AS	  0.91	1	1	S1	405955	                  Escherichia coli APEC O1
ESC_BA0967AA_AS	  0.91	1	0	S1	861906	                  Escherichia coli O44:H18
ESC_BA0967AA_AS	  0.91	1	1	S2	216592	                    Escherichia coli 042
ESC_BA0967AA_AS	  1.82	2	1	G	570	              Klebsiella
ESC_BA0967AA_AS	  0.91	1	1	S	573	                Klebsiella pneumoniae
ESC_BA0967AA_AS	  0.91	1	0	D1	1783270	      FCB group
ESC_BA0967AA_AS	  0.91	1	0	D2	68336	        Bacteroidetes/Chlorobi group
ESC_BA0967AA_AS	  0.91	1	0	P	976	          Bacteroidetes
ESC_BA0967AA_AS	  0.91	1	0	C	768503	            Cytophagia
ESC_BA0967AA_AS	  0.91	1	0	O	768507	              Cytophagales
ESC_BA0967AA_AS	  0.91	1	0	O1	1124781	                unclassified Cytophagales
ESC_BA0967AA_AS	  0.91	1	0	O2	1751870	                  unclassified Cytophagales (miscellaneous)
ESC_BA0967AA_AS	  0.91	1	1	S	1945892	                    Cytophagales bacterium TFI 002
ESC_BA1000AA_AS	  6.36	7	7	U	0	unclassified
ESC_BA1000AA_AS	 93.64	103	0	R	1	root
ESC_BA1000AA_AS	 93.64	103	0	R1	131567	  cellular organisms
ESC_BA1000AA_AS	 93.64	103	1	D	2	    Bacteria
ESC_BA1000AA_AS	 92.73	102	0	P	1224	      Proteobacteria
ESC_BA1000AA_AS	 92.73	102	1	C	1236	        Gammaproteobacteria
ESC_BA1000AA_AS	 91.82	101	0	O	91347	          Enterobacterales
ESC_BA1000AA_AS	 91.82	101	12	F	543	            Enterobacteriaceae
ESC_BA1000AA_AS	 80.00	88	6	G	561	              Escherichia
ESC_BA1000AA_AS	 74.55	82	61	S	562	                Escherichia coli
ESC_BA1000AA_AS	  6.36	7	7	S1	869729	                  Escherichia coli UM146
ESC_BA1000AA_AS	  3.64	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_BA1000AA_AS	  2.73	3	3	S1	199310	                  Escherichia coli CFT073
ESC_BA1000AA_AS	  1.82	2	0	S1	83333	                  Escherichia coli K-12
ESC_BA1000AA_AS	  1.82	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_BA1000AA_AS	  1.82	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_BA1000AA_AS	  1.82	2	2	S1	930406	                  Escherichia coli O157:H16
ESC_BA1000AA_AS	  1.82	2	0	S1	861906	                  Escherichia coli O44:H18
ESC_BA1000AA_AS	  1.82	2	2	S2	216592	                    Escherichia coli 042
ESC_BA1000AA_AS	  0.91	1	1	S1	405955	                  Escherichia coli APEC O1
ESC_BA1000AA_AS	  0.91	1	0	G	570	              Klebsiella
ESC_BA1000AA_AS	  0.91	1	1	S	573	                Klebsiella pneumoniae
ESC_BA1242AA_AS	  1.11	1	1	U	0	unclassified
ESC_BA1242AA_AS	 98.89	89	1	R	1	root
ESC_BA1242AA_AS	 97.78	88	0	R1	131567	  cellular organisms
ESC_BA1242AA_AS	 97.78	88	1	D	2	    Bacteria
ESC_BA1242AA_AS	 95.56	86	0	P	1224	      Proteobacteria
ESC_BA1242AA_AS	 95.56	86	1	C	1236	        Gammaproteobacteria
ESC_BA1242AA_AS	 94.44	85	1	O	91347	          Enterobacterales
ESC_BA1242AA_AS	 93.33	84	5	F	543	            Enterobacteriaceae
ESC_BA1242AA_AS	 87.78	79	1	G	561	              Escherichia
ESC_BA1242AA_AS	 86.67	78	55	S	562	                Escherichia coli
ESC_BA1242AA_AS	  6.67	6	6	S1	869729	                  Escherichia coli UM146
ESC_BA1242AA_AS	  4.44	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_BA1242AA_AS	  3.33	3	0	S1	83333	                  Escherichia coli K-12
ESC_BA1242AA_AS	  3.33	3	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_BA1242AA_AS	  3.33	3	3	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_BA1242AA_AS	  2.22	2	0	S1	83334	                  Escherichia coli O157:H7
ESC_BA1242AA_AS	  1.11	1	1	S2	502346	                    Escherichia coli O157:H7 str. TW14588
ESC_BA1242AA_AS	  1.11	1	1	S2	1328859	                    Escherichia coli O157:H7 str. SS17
ESC_BA1242AA_AS	  2.22	2	2	S1	199310	                  Escherichia coli CFT073
ESC_BA1242AA_AS	  2.22	2	0	S1	861906	                  Escherichia coli O44:H18
ESC_BA1242AA_AS	  2.22	2	2	S2	216592	                    Escherichia coli 042
ESC_BA1242AA_AS	  1.11	1	1	S1	168807	                  Escherichia coli O127:H6
ESC_BA1242AA_AS	  1.11	1	0	S1	498388	                  Escherichia coli C
ESC_BA1242AA_AS	  1.11	1	1	S2	481805	                    Escherichia coli ATCC 8739
ESC_BA1242AA_AS	  1.11	1	1	S1	930406	                  Escherichia coli O157:H16
ESC_BA1242AA_AS	  1.11	1	0	S1	1603259	                  Escherichia coli O139:H28
ESC_BA1242AA_AS	  1.11	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
ESC_BA1242AA_AS	  1.11	1	0	D1	1783270	      FCB group
ESC_BA1242AA_AS	  1.11	1	0	D2	68336	        Bacteroidetes/Chlorobi group
ESC_BA1242AA_AS	  1.11	1	0	P	976	          Bacteroidetes
ESC_BA1242AA_AS	  1.11	1	0	C	768503	            Cytophagia
ESC_BA1242AA_AS	  1.11	1	0	O	768507	              Cytophagales
ESC_BA1242AA_AS	  1.11	1	0	O1	1124781	                unclassified Cytophagales
ESC_BA1242AA_AS	  1.11	1	0	O2	1751870	                  unclassified Cytophagales (miscellaneous)
ESC_BA1242AA_AS	  1.11	1	1	S	1945892	                    Cytophagales bacterium TFI 002
ESC_BA1451AA_AS	  1.02	2	2	U	0	unclassified
ESC_BA1451AA_AS	 98.98	195	10	R	1	root
ESC_BA1451AA_AS	 93.91	185	0	R1	131567	  cellular organisms
ESC_BA1451AA_AS	 93.91	185	1	D	2	    Bacteria
ESC_BA1451AA_AS	 92.89	183	0	P	1224	      Proteobacteria
ESC_BA1451AA_AS	 92.89	183	0	C	1236	        Gammaproteobacteria
ESC_BA1451AA_AS	 92.89	183	5	O	91347	          Enterobacterales
ESC_BA1451AA_AS	 90.36	178	36	F	543	            Enterobacteriaceae
ESC_BA1451AA_AS	 71.07	140	5	G	561	              Escherichia
ESC_BA1451AA_AS	 68.53	135	108	S	562	                Escherichia coli
ESC_BA1451AA_AS	  3.55	7	7	S1	869729	                  Escherichia coli UM146
ESC_BA1451AA_AS	  2.03	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_BA1451AA_AS	  1.52	3	0	S1	83333	                  Escherichia coli K-12
ESC_BA1451AA_AS	  1.52	3	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_BA1451AA_AS	  1.52	3	3	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_BA1451AA_AS	  1.52	3	3	S1	941323	                  Escherichia coli VR50
ESC_BA1451AA_AS	  1.02	2	2	S1	913091	                  Escherichia coli TW10598
ESC_BA1451AA_AS	  1.02	2	2	S1	199310	                  Escherichia coli CFT073
ESC_BA1451AA_AS	  0.51	1	1	S1	168807	                  Escherichia coli O127:H6
ESC_BA1451AA_AS	  0.51	1	1	S1	585397	                  Escherichia coli ED1a
ESC_BA1451AA_AS	  0.51	1	1	S1	930406	                  Escherichia coli O157:H16
ESC_BA1451AA_AS	  0.51	1	0	S1	168927	                  Escherichia coli O111:H-
ESC_BA1451AA_AS	  0.51	1	1	S2	585396	                    Escherichia coli O111:H- str. 11128
ESC_BA1451AA_AS	  0.51	1	0	S1	861906	                  Escherichia coli O44:H18
ESC_BA1451AA_AS	  0.51	1	1	S2	216592	                    Escherichia coli 042
ESC_BA1451AA_AS	  0.51	1	0	S1	1072458	                  Escherichia coli O7:K1
ESC_BA1451AA_AS	  0.51	1	1	S2	1072459	                    Escherichia coli O7:K1 str. CE10
ESC_BA1451AA_AS	  1.02	2	0	G	570	              Klebsiella
ESC_BA1451AA_AS	  0.51	1	1	S	573	                Klebsiella pneumoniae
ESC_BA1451AA_AS	  0.51	1	0	S	1134687	                Klebsiella michiganensis
ESC_BA1451AA_AS	  0.51	1	1	S1	1191061	                  Klebsiella michiganensis E718
ESC_BA1451AA_AS	  0.51	1	0	D1	1783270	      FCB group
ESC_BA1451AA_AS	  0.51	1	0	D2	68336	        Bacteroidetes/Chlorobi group
ESC_BA1451AA_AS	  0.51	1	0	P	976	          Bacteroidetes
ESC_BA1451AA_AS	  0.51	1	0	C	768503	            Cytophagia
ESC_BA1451AA_AS	  0.51	1	0	O	768507	              Cytophagales
ESC_BA1451AA_AS	  0.51	1	0	O1	1124781	                unclassified Cytophagales
ESC_BA1451AA_AS	  0.51	1	0	O2	1751870	                  unclassified Cytophagales (miscellaneous)
ESC_BA1451AA_AS	  0.51	1	1	S	1945892	                    Cytophagales bacterium TFI 002
ESC_BA2267AA_AS	  1.48	3	3	U	0	unclassified
ESC_BA2267AA_AS	 98.52	200	3	R	1	root
ESC_BA2267AA_AS	 97.04	197	0	R1	131567	  cellular organisms
ESC_BA2267AA_AS	 97.04	197	0	D	2	    Bacteria
ESC_BA2267AA_AS	 97.04	197	0	P	1224	      Proteobacteria
ESC_BA2267AA_AS	 97.04	197	1	C	1236	        Gammaproteobacteria
ESC_BA2267AA_AS	 96.55	196	7	O	91347	          Enterobacterales
ESC_BA2267AA_AS	 93.10	189	14	F	543	            Enterobacteriaceae
ESC_BA2267AA_AS	 86.21	175	10	G	561	              Escherichia
ESC_BA2267AA_AS	 81.28	165	125	S	562	                Escherichia coli
ESC_BA2267AA_AS	  3.45	7	7	S1	869729	                  Escherichia coli UM146
ESC_BA2267AA_AS	  1.97	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_BA2267AA_AS	  1.48	3	3	S1	913091	                  Escherichia coli TW10598
ESC_BA2267AA_AS	  0.99	2	2	S1	2048780	                  Escherichia coli O25:H16
ESC_BA2267AA_AS	  0.99	2	2	S1	585056	                  Escherichia coli UMN026
ESC_BA2267AA_AS	  0.99	2	2	S1	930406	                  Escherichia coli O157:H16
ESC_BA2267AA_AS	  0.99	2	2	S1	1412834	                  Escherichia coli FAP1
ESC_BA2267AA_AS	  0.99	2	0	S1	1603259	                  Escherichia coli O139:H28
ESC_BA2267AA_AS	  0.99	2	2	S2	331111	                    Escherichia coli O139:H28 str. E24377A
ESC_BA2267AA_AS	  0.99	2	2	S1	168807	                  Escherichia coli O127:H6
ESC_BA2267AA_AS	  0.49	1	1	S1	1401688	                  Escherichia coli APEC O18
ESC_BA2267AA_AS	  0.49	1	1	S1	1392858	                  Escherichia coli M12
ESC_BA2267AA_AS	  0.49	1	1	S1	1446746	                  Escherichia coli O6:H16
ESC_BA2267AA_AS	  0.49	1	1	S1	1200752	                  Escherichia coli NCCP15648
ESC_BA2267AA_AS	  0.49	1	1	S1	1078034	                  Escherichia coli O145:H28
ESC_BA2267AA_AS	  0.49	1	1	S1	2048777	                  Escherichia coli O15:H11
ESC_BA2267AA_AS	  0.49	1	1	S1	585397	                  Escherichia coli ED1a
ESC_BA2267AA_AS	  0.49	1	1	S1	585057	                  Escherichia coli IAI39
ESC_BA2267AA_AS	  0.49	1	0	S1	83333	                  Escherichia coli K-12
ESC_BA2267AA_AS	  0.49	1	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_BA2267AA_AS	  0.49	1	1	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_BA2267AA_AS	  0.49	1	0	S1	498388	                  Escherichia coli C
ESC_BA2267AA_AS	  0.49	1	1	S2	481805	                    Escherichia coli ATCC 8739
ESC_BA2267AA_AS	  0.49	1	1	S1	83334	                  Escherichia coli O157:H7
ESC_BA2267AA_AS	  0.49	1	1	S1	362663	                  Escherichia coli 536
ESC_BA2267AA_AS	  0.49	1	1	S1	405955	                  Escherichia coli APEC O1
ESC_BA2267AA_AS	  0.49	1	1	S1	199310	                  Escherichia coli CFT073
ESC_BA2574AA_AS	  2.34	3	3	U	0	unclassified
ESC_BA2574AA_AS	 97.66	125	0	R	1	root
ESC_BA2574AA_AS	 97.66	125	0	R1	131567	  cellular organisms
ESC_BA2574AA_AS	 97.66	125	1	D	2	    Bacteria
ESC_BA2574AA_AS	 96.09	123	1	P	1224	      Proteobacteria
ESC_BA2574AA_AS	 95.31	122	0	C	1236	        Gammaproteobacteria
ESC_BA2574AA_AS	 95.31	122	1	O	91347	          Enterobacterales
ESC_BA2574AA_AS	 94.53	121	12	F	543	            Enterobacteriaceae
ESC_BA2574AA_AS	 85.16	109	3	G	561	              Escherichia
ESC_BA2574AA_AS	 82.81	106	81	S	562	                Escherichia coli
ESC_BA2574AA_AS	  3.91	5	5	S1	869729	                  Escherichia coli UM146
ESC_BA2574AA_AS	  3.12	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_BA2574AA_AS	  2.34	3	3	S1	199310	                  Escherichia coli CFT073
ESC_BA2574AA_AS	  1.56	2	0	S1	83333	                  Escherichia coli K-12
ESC_BA2574AA_AS	  1.56	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_BA2574AA_AS	  1.56	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_BA2574AA_AS	  1.56	2	0	S1	861906	                  Escherichia coli O44:H18
ESC_BA2574AA_AS	  1.56	2	2	S2	216592	                    Escherichia coli 042
ESC_BA2574AA_AS	  1.56	2	2	S1	930406	                  Escherichia coli O157:H16
ESC_BA2574AA_AS	  0.78	1	1	S1	585397	                  Escherichia coli ED1a
ESC_BA2574AA_AS	  0.78	1	1	S1	655817	                  Escherichia coli ABU 83972
ESC_BA2574AA_AS	  0.78	1	1	S1	1311757	                  Escherichia coli ACN001
ESC_BA2574AA_AS	  0.78	1	1	S1	168807	                  Escherichia coli O127:H6
ESC_BA2574AA_AS	  0.78	1	1	S1	405955	                  Escherichia coli APEC O1
ESC_BA2574AA_AS	  0.78	1	0	S1	498388	                  Escherichia coli C
ESC_BA2574AA_AS	  0.78	1	1	S2	481805	                    Escherichia coli ATCC 8739
ESC_BA2574AA_AS	  0.78	1	1	S1	1412834	                  Escherichia coli FAP1
ESC_BA2574AA_AS	  0.78	1	0	D1	1783270	      FCB group
ESC_BA2574AA_AS	  0.78	1	0	D2	68336	        Bacteroidetes/Chlorobi group
ESC_BA2574AA_AS	  0.78	1	0	P	976	          Bacteroidetes
ESC_BA2574AA_AS	  0.78	1	0	C	768503	            Cytophagia
ESC_BA2574AA_AS	  0.78	1	0	O	768507	              Cytophagales
ESC_BA2574AA_AS	  0.78	1	0	O1	1124781	                unclassified Cytophagales
ESC_BA2574AA_AS	  0.78	1	0	O2	1751870	                  unclassified Cytophagales (miscellaneous)
ESC_BA2574AA_AS	  0.78	1	1	S	1945892	                    Cytophagales bacterium TFI 002
ESC_BA3061AA_AS	  5.26	7	7	U	0	unclassified
ESC_BA3061AA_AS	 94.74	126	0	R	1	root
ESC_BA3061AA_AS	 94.74	126	0	R1	131567	  cellular organisms
ESC_BA3061AA_AS	 94.74	126	1	D	2	    Bacteria
ESC_BA3061AA_AS	 93.98	125	1	P	1224	      Proteobacteria
ESC_BA3061AA_AS	 93.23	124	0	C	1236	        Gammaproteobacteria
ESC_BA3061AA_AS	 93.23	124	8	O	91347	          Enterobacterales
ESC_BA3061AA_AS	 87.22	116	12	F	543	            Enterobacteriaceae
ESC_BA3061AA_AS	 78.20	104	7	G	561	              Escherichia
ESC_BA3061AA_AS	 72.93	97	72	S	562	                Escherichia coli
ESC_BA3061AA_AS	  4.51	6	6	S1	869729	                  Escherichia coli UM146
ESC_BA3061AA_AS	  3.01	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_BA3061AA_AS	  2.26	3	3	S1	199310	                  Escherichia coli CFT073
ESC_BA3061AA_AS	  1.50	2	0	S1	83333	                  Escherichia coli K-12
ESC_BA3061AA_AS	  1.50	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_BA3061AA_AS	  1.50	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_BA3061AA_AS	  1.50	2	2	S1	930406	                  Escherichia coli O157:H16
ESC_BA3061AA_AS	  1.50	2	2	S1	913091	                  Escherichia coli TW10598
ESC_BA3061AA_AS	  1.50	2	0	S1	861906	                  Escherichia coli O44:H18
ESC_BA3061AA_AS	  1.50	2	2	S2	216592	                    Escherichia coli 042
ESC_BA3061AA_AS	  1.50	2	2	S1	168807	                  Escherichia coli O127:H6
ESC_BA3061AA_AS	  0.75	1	0	S1	83334	                  Escherichia coli O157:H7
ESC_BA3061AA_AS	  0.75	1	1	S2	502346	                    Escherichia coli O157:H7 str. TW14588
ESC_BA3061AA_AS	  0.75	1	1	S1	405955	                  Escherichia coli APEC O1
ESC_BA3227AA_AS	  0.81	1	1	U	0	unclassified
ESC_BA3227AA_AS	 99.19	122	0	R	1	root
ESC_BA3227AA_AS	 99.19	122	0	R1	131567	  cellular organisms
ESC_BA3227AA_AS	 99.19	122	0	D	2	    Bacteria
ESC_BA3227AA_AS	 98.37	121	0	P	1224	      Proteobacteria
ESC_BA3227AA_AS	 98.37	121	0	C	1236	        Gammaproteobacteria
ESC_BA3227AA_AS	 98.37	121	0	O	91347	          Enterobacterales
ESC_BA3227AA_AS	 98.37	121	3	F	543	            Enterobacteriaceae
ESC_BA3227AA_AS	 95.93	118	3	G	561	              Escherichia
ESC_BA3227AA_AS	 93.50	115	87	S	562	                Escherichia coli
ESC_BA3227AA_AS	  5.69	7	7	S1	869729	                  Escherichia coli UM146
ESC_BA3227AA_AS	  3.25	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
ESC_BA3227AA_AS	  2.44	3	3	S1	199310	                  Escherichia coli CFT073
ESC_BA3227AA_AS	  1.63	2	0	S1	83333	                  Escherichia coli K-12
ESC_BA3227AA_AS	  1.63	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ESC_BA3227AA_AS	  1.63	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ESC_BA3227AA_AS	  1.63	2	2	S1	1412834	                  Escherichia coli FAP1
ESC_BA3227AA_AS	  1.63	2	0	S1	861906	                  Escherichia coli O44:H18
ESC_BA3227AA_AS	  1.63	2	2	S2	216592	                    Escherichia coli 042
ESC_BA3227AA_AS	  1.63	2	2	S1	930406	                  Escherichia coli O157:H16
ESC_BA3227AA_AS	  1.63	2	2	S1	168807	                  Escherichia coli O127:H6
ESC_BA3227AA_AS	  0.81	1	1	S1	655817	                  Escherichia coli ABU 83972
ESC_BA3227AA_AS	  0.81	1	1	S1	405955	                  Escherichia coli APEC O1
ESC_BA3227AA_AS	  0.81	1	1	S1	1401688	                  Escherichia coli APEC O18
ESC_BA3227AA_AS	  0.81	1	0	S1	498388	                  Escherichia coli C
ESC_BA3227AA_AS	  0.81	1	1	S2	481805	                    Escherichia coli ATCC 8739
ESC_BA3227AA_AS	  0.81	1	0	D1	1783270	      FCB group
ESC_BA3227AA_AS	  0.81	1	0	D2	68336	        Bacteroidetes/Chlorobi group
ESC_BA3227AA_AS	  0.81	1	0	P	976	          Bacteroidetes
ESC_BA3227AA_AS	  0.81	1	0	C	768503	            Cytophagia
ESC_BA3227AA_AS	  0.81	1	0	O	768507	              Cytophagales
ESC_BA3227AA_AS	  0.81	1	0	O1	1124781	                unclassified Cytophagales
ESC_BA3227AA_AS	  0.81	1	0	O2	1751870	                  unclassified Cytophagales (miscellaneous)
ESC_BA3227AA_AS	  0.81	1	1	S	1945892	                    Cytophagales bacterium TFI 002
ESC_BA3967AA_AS	100.00	93	0	R	1	root
ESC_BA3967AA_AS	100.00	93	0	R1	131567	  cellular organisms
ESC_BA3967AA_AS	100.00	93	2	D	2	    Bacteria
