name	pMLST_scheme	pMLST
ESC_IB7571AA_AS	IncF RST	C4:A-:B1
ESC_IB7572AA_AS	IncF RST	F-:A-:B10
ESC_IB7574AA_AS	IncF RST	F29:A-:B10
ESC_IB7576AA_AS	IncF RST	F51:A-:B10
ESC_IB7582AA_AS	IncF RST	F29:A-:B10
ESC_IB7591AA_AS	IncF RST	F29:A-:B10
ESC_IB7597AA_AS	IncF RST	F24:A-:B1
ESC_IB7604AA_AS	IncF RST	F29:A-:B10
ESC_IB7609AA_AS	IncF RST	F29:A-:B10
ESC_IB7611AA_AS	IncF RST	F29:A-:B10
ESC_IB7615AA_AS	IncF RST	F29:A-:B10
ESC_IB7625AA_AS	IncF RST	C4:A-:B1
ESC_IB7630AA_AS	IncF RST	F29:A-:B-
ESC_IB7632AA_AS	IncF RST	F51:A-:B10
ESC_IB7635AA_AS	IncF RST	F29:A-:B10
ESC_IB7639AA_AS	IncF RST	F2:A-:B1
ESC_IB7649AA_AS	IncF RST	F29:A-:B10
ESC_IB7656AA_AS	IncF RST	F29:A-:B10
ESC_IB7668AA_AS	IncF RST	F29:A-:B10
ESC_IB7669AA_AS	IncF RST	F29:A-:B10
ESC_IB7673AA_AS	IncF RST	F51:A-:B10
ESC_IB7676AA_AS	IncF RST	F29:A-:B10
ESC_IB7682AA_AS	IncF RST	F29:A-:B10
ESC_IB7683AA_AS	IncF RST	F-:A-:B-
ESC_IB7686AA_AS	IncF RST	F29:A-:B10
ESC_IB7693AA_AS	IncF RST	F51:A-:B10
ESC_IB7708AA_AS	IncF RST	F29:A-:B10
ESC_IB7712AA_AS	IncF RST	F24:A-:B-
ESC_IB7713AA_AS	IncF RST	F29:A-:B10
ESC_IB7718AA_AS	IncF RST	F51:A-:B10
ESC_IB7720AA_AS	IncF RST	F51:A-:B10
ESC_IB7723AA_AS	IncF RST	C4:A-:B1
ESC_IB7726AA_AS	IncF RST	F24:A-:B-
ESC_IB7731AA_AS	IncF RST	F29:A-:B10
ESC_IB7732AA_AS	IncF RST	F2:A-:B1
ESC_IB7738AA_AS	IncF RST	F29:A-:B10
ESC_IB7742AA_AS	IncF RST	F29:A-:B10
ESC_IB7745AA_AS	IncF RST	F2:A-:B1
ESC_IB8255AA_AS	IncF RST	F29:A-:B10
ESC_IB8355AA_AS	IncF RST	F51:A-:B10
ESC_IB9074AA_AS	IncF RST	F2:A-:B10
ESC_JA3774AA_AS	IncF RST	C4:A-:B8
ESC_JA3853AA_AS	IncF RST	F24:A-:B-
ESC_JA3948AA_AS	IncF RST	F24:A-:B1
ESC_JA4010AA_AS	IncF RST	F2:A-:B1
ESC_JA4488AA_AS	IncF RST	C4:A-:B8
ESC_JA4566AA_AS	IncF RST	F2:A-:B-
ESC_JA4581AA_AS	IncF RST	F2:A-:B1
ESC_JA4609AA_AS	IncF RST	C4:A-:B8
ESC_JA4751AA_AS	IncF RST	F2:A-:B1
ESC_JA4785AA_AS	IncF RST	F2:A-:B1
ESC_JA5133AA_AS	IncF RST	F24:A-:B1
ESC_JA7639AA_AS	IncF RST	F24:A-:B1
ESC_JA8124AA_AS	IncF RST	F24:A-:B1
ESC_JA8284AA_AS	IncF RST	F24:A-:B1
ESC_JA8368AA_AS	IncF RST	F2:A-:B1
ESC_JA9326AA_AS	IncF RST	F-:A-:B-
ESC_JA9945AA_AS	IncF RST	F24:A-:B1
ESC_JB5829AA_AS	IncF RST	F29:A-:B10
ESC_JB8253AA_AS	IncF RST	F2:A-:B1
ESC_JB8357AA_AS	IncF RST	F24:A-:B1
ESC_JB8358AA_AS	IncF RST	F24:A-:B1
ESC_JB8359AA_AS	IncF RST	C4:A-:B1
ESC_JB9522AA_AS	IncF RST	C4:A-:B58
ESC_JB9585AA_AS	IncF RST	F34:A-:B1
ESC_KA0604AA_AS	IncF RST	F2:A-:B1
ESC_KA0652AA_AS	IncF RST	F-:A-:B-
ESC_KA0889AA_AS	IncF RST	F29:A-:B10
ESC_KA1451AA_AS	IncF RST	F2:A-:B1
ESC_KA1594AA_AS	IncF RST	F24:A-:B1
ESC_KA3859AA_AS	IncF RST	F2:A-:B-
ESC_KA4244AA_AS	IncF RST	F2:A-:B1
ESC_KA4597AA_AS	IncF RST	F24:A-:B1
ESC_KA4607AA_AS	IncF RST	F24:A-:B1
ESC_KA6867AA_AS	IncF RST	F2:A-:B1
ESC_KA9265AA_AS	IncF RST	C4:A-:B8
ESC_KA9267AA_AS	IncF RST	C4:A-:B8
ESC_KA9324AA_AS	IncF RST	C4:A-:B8
ESC_KA9597AA_AS	IncF RST	C4:A-:B8
ESC_KA9598AA_AS	IncF RST	C4:A-:B8
ESC_KB3273AA_AS	IncF RST	C4:A-:B1
ESC_KB3274AA_AS	IncF RST	C4:A-:B1
ESC_KB3275AA_AS	IncF RST	C4:A-:B1
ESC_KB3276AA_AS	IncF RST	C4:A-:B1
ESC_KB3279AA_AS	IncF RST	C4:A-:B1
ESC_KB3281AA_AS	IncF RST	F24:A-:B1
ESC_KB3352AA_AS	IncF RST	C4:A-:B1
ESC_KB3369AA_AS	IncF RST	C4:A-:B1
ESC_KB3395AA_AS	IncF RST	C4:A-:B8
ESC_KB3408AA_AS	IncF RST	F24:A-:B1
ESC_KB3427AA_AS	IncF RST	C4:A-:B1
ESC_KB3428AA_AS	IncF RST	C4:A-:B1
ESC_KB3527AA_AS	IncF RST	C4:A6:B1
ESC_KB3783AA_AS	IncF RST	F2:A-:B1
ESC_KB3935AA_AS	IncF RST	F2:A-:B1
ESC_KB3958AA_AS	IncF RST	F24:A-:B1
ESC_KB3963AA_AS	IncF RST	C4:A-:B1
ESC_KB3965AA_AS	IncF RST	C4:A-:B1
ESC_KB3979AA_AS	IncF RST	F24:A-:B1
ESC_KB3986AA_AS	IncF RST	F24:A-:B1
ESC_KB4003AA_AS	IncF RST	C4:A-:B1
ESC_KB4030AA_AS	IncF RST	F24:A-:B1
ESC_KB4123AA_AS	IncF RST	C4:A-:B1
ESC_KB4146AA_AS	IncF RST	F24:A-:B1
ESC_KB4162AA_AS	IncF RST	C4:A-:B1
ESC_KB4192AA_AS	IncF RST	F2:A-:B1
ESC_KB4202AA_AS	IncF RST	F2:A5:B1
ESC_KB4692AA_AS	IncF RST	C4:A-:B1
ESC_KB9700AA_AS	IncF RST	C4:A-:B1
ESC_KB9703AA_AS	IncF RST	F24:A-:B1
ESC_KB9714AA_AS	IncF RST	C4:A-:B1
ESC_KB9715AA_AS	IncF RST	C4:A-:B1
ESC_KB9716AA_AS	IncF RST	C4:A-:B1
ESC_KB9720AA_AS	IncF RST	C4:A-:B1
ESC_KB9721AA_AS	IncF RST	C4:A-:B1
ESC_KB9722AA_AS	IncF RST	C4:A-:B1
ESC_KB9725AA_AS	IncF RST	F76:A-:B1
ESC_KB9726AA_AS	IncF RST	F24:A-:B1
ESC_KB9729AA_AS	IncF RST	F76:A-:B1
ESC_KB9732AA_AS	IncF RST	F24:A-:B1
ESC_KB9734AA_AS	IncF RST	F24:A-:B1
ESC_KB9735AA_AS	IncF RST	C4:A-:B1
ESC_KB9751AA_AS	IncF RST	C4:A-:B1
ESC_KB9762AA_AS	IncF RST	C4:A-:B1
ESC_KB9767AA_AS	IncF RST	C4:A-:B1
ESC_KB9768AA_AS	IncF RST	C4:A-:B1
ESC_LA4536AA_AS	IncF RST	F29:A-:B10
ESC_LA4539AA_AS	IncF RST	F51:A-:B10
ESC_LA4540AA_AS	IncF RST	F52:A-:B-
ESC_LA5735AA_AS	IncF RST	F29:A-:B10
ESC_LA5763AA_AS	IncF RST	F-:A-:B-
ESC_LA5874AA_AS	IncF RST	C4:A5:B1
ESC_LA5890AA_AS	IncF RST	F51:A-:B10
ESC_LB0076AA_AS	IncF RST	F2:A-:B1
ESC_LB0314AA_AS	IncF RST	C4:A-:B1
ESC_LB0394AA_AS	IncF RST	F29:A-:B10
ESC_LB0440AA_AS	IncF RST	F2:A-:B1
ESC_LB0692AA_AS	IncF RST	F29:A-:B10
ESC_LB2789AA_AS	IncF RST	F29:A-:B10
ESC_LB6010AA_AS	IncF RST	F51:A-:B10
ESC_NA3970AA_AS	IncF RST	C4:A-:B1
ESC_NA3971AA_AS	IncF RST	F24:A-:B-
ESC_NA3972AA_AS	IncF RST	F51:A-:B10
ESC_NA3973AA_AS	IncF RST	F24:A-:B-
ESC_NA3974AA_AS	IncF RST	F24:A-:B-
ESC_NA3975AA_AS	IncF RST	F24:A-:B-
ESC_NA3976AA_AS	IncF RST	F100:A-:B10
ESC_NA3979AA_AS	IncF RST	F100:A-:B10
ESC_NA3980AA_AS	IncF RST	F24:A-:B-
ESC_NA3982AA_AS	IncF RST	F24:A-:B-
ESC_NA3983AA_AS	IncF RST	F2:A-:B-
ESC_NA3984AA_AS	IncF RST	C4:A-:B1
ESC_NA3985AA_AS	IncF RST	F51:A-:B10
ESC_NA3987AA_AS	IncF RST	F2:A-:B1
ESC_NA3988AA_AS	IncF RST	C4:A-:B1
ESC_NA3989AA_AS	IncF RST	F24:A-:B1
ESC_NA3990AA_AS	IncF RST	C4:A-:B-
ESC_NA3991AA_AS	IncF RST	C4:A-:B1
ESC_NA3992AA_AS	IncF RST	F24:A-:B-
ESC_NA3993AA_AS	IncF RST	F24:A-:B1
ESC_NA3994AA_AS	IncF RST	F51:A-:B10
ESC_NA3995AA_AS	IncF RST	F51:A-:B10
ESC_NA3996AA_AS	IncF RST	F51:A-:B10
ESC_NA3997AA_AS	IncF RST	F90:A2:B33
ESC_NA3999AA_AS	IncF RST	F24:A-:B-
ESC_NA4000AA_AS	IncF RST	F24:A-:B-
ESC_NA4001AA_AS	IncF RST	F24:A-:B1
ESC_NA4002AA_AS	IncF RST	F24:A-:B1
ESC_NA4003AA_AS	IncF RST	F24:A-:B-
ESC_NA4004AA_AS	IncF RST	F24:A-:B-
ESC_NA4005AA_AS	IncF RST	F24:A-:B-
ESC_NA4006AA_AS	IncF RST	F-:A-:B-
ESC_NA4008AA_AS	IncF RST	F-:A-:B-
ESC_NA4009AA_AS	IncF RST	F-:A-:B-
ESC_NA4010AA_AS	IncF RST	F29:A-:B10
ESC_NA4012AA_AS	IncF RST	F29:A-:B10
ESC_NA4013AA_AS	IncF RST	F24:A-:B1
ESC_NA4015AA_AS	IncF RST	F13:A-:B-
ESC_NA4016AA_AS	IncF RST	F51:A-:B10
ESC_NA4018AA_AS	IncF RST	F29:A-:B10
ESC_NA4019AA_AS	IncF RST	F2:A-:B1
ESC_NA4020AA_AS	IncF RST	F51:A-:B10
ESC_NA4021AA_AS	IncF RST	C4:A5:B1
ESC_NA4022AA_AS	IncF RST	F51:A-:B10
ESC_NA4023AA_AS	IncF RST	F29:A-:B10
ESC_NA4024AA_AS	IncF RST	F2:A-:B1
ESC_NA4025AA_AS	IncF RST	C4:A-:B1
ESC_NA4026AA_AS	IncF RST	F51:A-:B10
ESC_NA4027AA_AS	IncF RST	F29:A-:B10
ESC_NA4028AA_AS	IncF RST	F24:A-:B1
ESC_NA4029AA_AS	IncF RST	F29:A-:B10
ESC_NA4030AA_AS	IncF RST	F24:A-:B1
ESC_NA4031AA_AS	IncF RST	F51:A-:B10
ESC_NA4032AA_AS	IncF RST	F107:A-:B1
ESC_NA4033AA_AS	IncF RST	F51:A-:B10
ESC_NA4034AA_AS	IncF RST	F51:A-:B10
ESC_NA4035AA_AS	IncF RST	F24:A-:B-
ESC_NA4036AA_AS	IncF RST	F2:A-:B1
ESC_NA4037AA_AS	IncF RST	F24:A-:B1
ESC_NA4038AA_AS	IncF RST	F29:A-:B10
ESC_NA4040AA_AS	IncF RST	F29:A-:B10
ESC_NA4043AA_AS	IncF RST	F2:A-:B-
ESC_NA4044AA_AS	IncF RST	F24:A-:B1
ESC_NA4045AA_AS	IncF RST	F24:A-:B-
ESC_NA4046AA_AS	IncF RST	F-:A-:B-
ESC_NA4048AA_AS	IncF RST	F2:A-:B-
ESC_NA4049AA_AS	IncF RST	F24:A-:B1
ESC_NA4051AA_AS	IncF RST	F29:A-:B10
ESC_NA4052AA_AS	IncF RST	F24:A-:B-
ESC_NA4053AA_AS	IncF RST	F24:A-:B-
ESC_NA4054AA_AS	IncF RST	F51:A-:B10
ESC_NA4055AA_AS	IncF RST	F24:A-:B-
ESC_NA4056AA_AS	IncF RST	F24:A-:B-
ESC_NA4057AA_AS	IncF RST	F2:A-:B1
ESC_NA4058AA_AS	IncF RST	F24:A-:B-
ESC_NA4059AA_AS	IncF RST	F2:A-:B1
ESC_NA4060AA_AS	IncF RST	F24:A-:B1
ESC_NA4061AA_AS	IncF RST	F24:A-:B-
ESC_NA4062AA_AS	IncF RST	F29:A-:B10
ESC_NA4063AA_AS	IncF RST	F24:A-:B-
ESC_NA4064AA_AS	IncF RST	F29:A-:B10
ESC_NA4065AA_AS	IncF RST	F29:A-:B10
ESC_NA4066AA_AS	IncF RST	F24:A-:B-
ESC_NA4067AA_AS	IncF RST	F24:A-:B-
ESC_NA4068AA_AS	IncF RST	F24:A-:B-
ESC_NA4069AA_AS	IncF RST	F24:A-:B-
ESC_NA4070AA_AS	IncF RST	F24:A-:B-
ESC_NA4071AA_AS	IncF RST	F24:A-:B-
ESC_NA4072AA_AS	IncF RST	F24:A-:B-
ESC_PA1111AA_AS	IncF RST	F29:A-:B10
ESC_PA1355AA_AS	IncF RST	F29:A-:B10
ESC_PA1356AA_AS	IncF RST	F29:A-:B10
ESC_PA7839AA_AS	IncF RST	F24:A-:B1
ESC_QA2182AA_AS	IncF RST	F51:A-:B10
ESC_QA2890AA_AS	IncF RST	F24:A-:B1
ESC_QA3565AA_AS	IncF RST	F13:A-:B-
ESC_QA3671AA_AS	IncF RST	F24:A-:B1
ESC_QA3675AA_AS	IncF RST	C4:A5:B1
ESC_QA3677AA_AS	IncF RST	F75:A19:B24
ESC_QA5163AA_AS	IncF RST	F29:A-:B10
ESC_QA5188AA_AS	IncF RST	F2:A-:B1
ESC_QA5199AA_AS	IncF RST	F29:A-:B10
ESC_QA5208AA_AS	IncF RST	F29:A-:B10
