name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
ESC_BA8137AA_AS	5286889	258	20491.82	622833	88	847	17	192043	9	112987	16	29963	34
ESC_BA8190AA_AS	5064459	129	39259.37	463954	76	444	6	181186	10	121972	16	41578	31
ESC_BA8258AA_AS	5153446	183	28160.91	486921	86	110	2	160697	10	97307	18	28374	38
ESC_BA8511AA_AS	5504113	169	32568.72	687522	90	377	4	222284	7	109908	14	35569	30
ESC_CA0637AA_AS	5065356	243	20845.09	222804	74	1462	8	88825	19	46881	34	19009	66
ESC_CA0677AA_AS	5131431	211	24319.58	425080	90	1021	16	186055	9	105138	16	30976	33
ESC_CA0894AA_AS	5367883	242	22181.33	368900	86	897	6	174187	11	105875	19	29942	37
ESC_CA0987AA_AS	5025551	159	31607.24	591887	90	384	5	347101	6	176302	10	88093	18
ESC_CA1134AA_AS	5133139	136	37743.67	657510	88	1396	11	262736	6	176098	11	43844	22
ESC_CA1554AA_AS	4976864	200	24884.32	577547	90	1799	13	257329	6	137754	11	30702	25
ESC_CA2031AA_AS	5125943	198	25888.60	552838	102	961	7	187437	8	133344	14	32123	29
ESC_CA2085AA_AS	5167084	229	22563.69	570801	88	954	6	267753	7	159300	12	28323	27
ESC_CA2243AA_AS	5007332	101	49577.54	497339	98	0	0	176237	9	129178	15	43200	28
ESC_CA2638AA_AS	5227828	258	20262.90	571714	90	663	8	267670	7	144709	13	27613	26
ESC_CA2654AA_AS	5102615	204	25012.82	598337	88	415	11	285514	6	171069	11	43270	23
ESC_CA2708AA_AS	5092401	212	24020.76	460112	97	1514	12	203931	8	129976	15	27833	31
ESC_CA2713AA_AS	5191170	192	27037.34	563428	82	2237	26	261134	7	171037	12	44389	23
ESC_CA2823AA_AS	4970729	183	27162.45	580456	90	382	5	269951	7	158768	11	34966	22
ESC_CA3069AA_AS	5190929	278	18672.41	513331	88	1123	20	175936	9	142781	15	30975	29
ESC_CA3085AA_AS	4967238	229	21691.00	268848	76	455	4	100952	16	60928	29	27484	53
ESC_CA3089AA_AS	5242278	201	26080.99	622991	90	1962	10	203935	7	132053	14	31923	28
ESC_CA3176AA_AS	5196008	191	27204.23	611730	102	1447	11	229488	7	160711	12	32117	25
ESC_CA3553AA_AS	5489188	375	14637.83	565057	88	1178	16	174347	9	106421	17	19299	40
ESC_CA3698AA_AS	5058693	186	27197.27	390595	95	941	6	174860	11	123500	17	25701	35
ESC_CA4056AA_AS	5247156	193	27187.34	441866	92	479	6	307677	7	158772	12	29933	27
ESC_CA4172AA_AS	5212578	155	33629.54	574509	88	284	5	267697	7	144594	13	39437	25
ESC_CA4203AA_AS	5145852	259	19868.15	472423	88	450	17	182256	9	114240	16	30024	31
ESC_CA4416AA_AS	5023355	191	26300.29	578856	88	1757	20	203925	8	124612	14	30123	31
ESC_CA4774AA_AS	5255565	199	26409.87	563784	94	566	8	267236	7	129450	13	44006	25
ESC_CA4830AA_AS	5125850	109	47026.15	764138	82	1432	8	411768	5	178019	8	92782	15
ESC_CA4887AA_AS	5116725	147	34807.65	417489	88	470	4	192290	8	160999	14	44461	25
ESC_CA4893AA_AS	5374515	294	18280.66	371149	90	827	7	186576	10	110155	18	21507	43
ESC_CA5088AA_AS	5126769	195	26291.12	490712	90	258	6	225476	8	120897	15	32101	32
ESC_CA5131AA_AS	5097537	110	46341.25	664777	95	380	4	360253	5	171753	10	44636	19
ESC_CA5222AA_AS	5133651	137	37471.91	576927	93	376	5	200439	7	143997	13	44516	25
ESC_CA5420AA_AS	5059780	90	56219.78	763828	90	357	5	563740	4	191127	8	67071	16
ESC_CA5467AA_AS	5182473	189	27420.49	588495	99	634	9	214649	7	165576	13	32116	25
ESC_CA5548AA_AS	5034854	310	16241.46	604830	88	2462	21	174859	9	111998	16	19894	36
ESC_CA5584AA_AS	5159897	379	13614.50	221768	88	7	1	58156	26	32430	50	9214	107
ESC_CA5697AA_AS	5129825	185	27728.78	574154	88	604	12	281332	6	161323	12	34954	24
ESC_CA5710AA_AS	5307280	219	24234.16	588484	94	467	7	347188	6	138115	11	36625	24
ESC_CA5916AA_AS	5027246	188	26740.67	582315	82	924	12	225250	7	153200	13	31081	27
ESC_CA5933AA_AS	5041330	106	47559.72	686900	232	369	2	203930	6	158772	12	43676	20
ESC_CA6119AA_AS	5324320	123	43287.15	625453	128	381	21	204006	7	147456	13	34982	25
ESC_CA6132AA_AS	5130201	211	24313.75	370688	90	838	27	175296	10	119341	17	32439	34
ESC_CA6171AA_AS	5201717	149	34910.85	528979	78	440	2	171578	9	115739	17	32093	30
ESC_CA6221AA_AS	5118048	233	21965.87	588359	88	91	5	203926	8	129211	14	32111	27
ESC_CA6245AA_AS	5137684	191	26898.87	486056	86	1369	16	185943	9	122775	16	32084	31
ESC_CA6287AA_AS	5021669	173	29026.99	578932	93	377	4	237060	7	124806	13	32116	27
ESC_CA6295AA_AS	5160993	105	49152.31	691018	95	367	4	267671	6	121994	11	47373	24
ESC_CA6692AA_AS	5139393	96	53535.34	610267	92	382	4	188399	9	139232	15	33617	30
ESC_CA6770AA_AS	5311951	128	41499.62	339139	86	300	3	154216	13	100162	22	34020	40
ESC_CB2269AA_AS	5112943	158	32360.40	538677	103	310	4	256636	7	136916	12	37456	25
ESC_CB2297AA_AS	5189660	97	53501.65	671023	158	400	4	358080	5	246086	9	55647	16
ESC_CB2309AA_AS	5215067	241	21639.28	808756	98	200	2	240010	7	129209	14	27560	31
ESC_CB2317AA_AS	5204541	128	40660.48	590074	131	0	0	175980	9	122097	15	46422	28
ESC_CB2345AA_AS	4988280	140	35630.57	802012	118	100	1	239936	7	146403	12	33440	25
ESC_CB2384AA_AS	5111053	156	32763.16	586639	129	480	6	357979	6	197321	10	32116	21
ESC_CB2447AA_AS	5160942	157	32872.24	590074	90	120	3	172947	8	129612	14	30054	30
ESC_CB2459AA_AS	5207909	210	24799.57	412351	90	100	1	170656	10	116292	17	31006	33
ESC_CB7223AA_AS	5390246	154	35001.60	754366	157	120	3	160482	9	114514	17	30043	33
ESC_CB8726AA_AS	5221474	69	75673.54	733968	383	210	3	294740	6	181063	10	97650	18
ESC_CB8729AA_AS	4983762	65	76673.26	621551	244	209	1	281055	6	201687	11	113860	17
ESC_CB8822AA_AS	5078407	81	62696.38	865126	179	0	0	229173	6	137565	11	44878	20
ESC_CB8832AA_AS	5300913	67	79118.10	1435608	197	20	2	451986	3	268649	6	80909	13
ESC_CB8888AA_AS	5221370	102	51189.90	876937	138	0	0	359528	6	202041	10	67870	18
ESC_CB8931AA_AS	5212934	83	62806.43	886282	235	100	1	356910	6	170018	11	70672	19
ESC_CB9097AA_AS	5115242	60	85254.03	774947	234	10	1	443669	5	204008	8	67259	15
ESC_CB9169AA_AS	5175561	55	94101.11	824666	169	232	2	453882	4	261647	8	145361	13
ESC_FA1638AA_AS	5010312	275	18219.32	572814	88	150	12	189545	8	109530	15	29963	33
ESC_FA6906AA_AS	5184421	101	51330.90	621863	128	745	20	268775	6	117056	13	41597	25
ESC_FA6908AA_AS	5278766	59	89470.61	1036298	117	381	23	359701	4	177538	9	82642	16
ESC_FA7190AA_AS	5025267	134	37501.99	807719	90	378	4	264350	6	165985	11	39098	23
ESC_FA8050AA_AS	5208880	104	50085.38	804617	68	901	26	217358	7	134622	14	43628	27
ESC_FB3739AA_AS	5344091	133	40181.14	608750	174	10	1	192311	9	129264	15	34939	30
ESC_FB7924AA_AS	5068656	81	62576.00	865020	237	0	0	326532	6	180220	10	44878	19
ESC_FB9215AA_AS	5456344	112	48717.36	506332	251	10	1	268364	7	126279	12	52294	24
ESC_FB9587AA_AS	5022820	106	47385.09	809008	128	100	1	233339	6	145282	12	38226	24
ESC_FB9640AA_AS	5420841	143	37907.98	623180	182	10	1	192014	8	160658	14	33402	28
ESC_FB9641AA_AS	5125782	73	70216.19	704066	260	97	1	351664	5	178932	9	100797	17
ESC_FB9675AA_AS	5225329	129	40506.43	641784	136	300	3	274622	6	113828	13	40356	28
ESC_FB9847AA_AS	5051317	48	105235.77	766074	239	142	2	573946	4	230127	8	129193	13
ESC_GA5350AA_AS	5226493	273	19144.66	175049	128	356	20	56198	28	35320	51	10515	104
ESC_GA5351AA_AS	5055124	118	42840.03	304347	128	338	10	115711	14	72449	25	31032	46
ESC_GA8819AA_AS	5154942	154	33473.65	717997	88	555	6	271800	7	160453	12	44785	24
ESC_GA8857AA_AS	5058432	150	33722.88	479621	88	474	5	186024	9	129146	16	31459	32
ESC_GA9224AA_AS	5138232	222	23145.19	208828	88	485	5	82881	21	49871	37	17716	68
ESC_GA9272AA_AS	5068878	109	46503.47	842398	90	369	4	240363	6	129216	12	38151	25
ESC_GB3527AA_AS	5402314	157	34409.64	552652	249	0	0	237980	8	132193	14	30043	31
ESC_GB3799AA_AS	5327521	134	39757.62	654615	136	0	0	352132	6	161327	11	41597	21
ESC_GB3897AA_AS	5413198	102	53070.57	788933	241	100	1	227500	6	169551	11	37989	25
ESC_GB3934AA_AS	5143614	56	91850.25	1217675	255	100	1	359488	4	200638	7	87105	14
ESC_GB5978AA_AS	5171395	92	56210.82	774200	231	0	0	271686	7	160789	12	67243	21
ESC_GB6068AA_AS	5140073	75	68534.31	621579	217	0	0	230175	7	144152	12	51390	22
ESC_GB6087AA_AS	5508099	152	36237.49	477559	207	137	2	172093	11	119025	18	27397	41
ESC_GB6457AA_AS	5039512	180	27997.29	380891	150	207	2	121216	14	80554	24	18116	50
ESC_GB6463AA_AS	5238302	199	26323.13	354371	154	0	0	100953	16	68547	28	25317	54
ESC_GB6540AA_AS	5275399	268	19684.32	187655	122	391	4	105725	20	53338	33	18565	65
ESC_GB6614AA_AS	5022071	99	50727.99	622346	162	1068	13	248713	7	152567	13	49404	23
ESC_GB6618AA_AS	5099511	96	53119.91	646179	146	126	2	373970	6	175295	10	46846	22
ESC_GB6690AA_AS	5130547	95	54005.76	601290	128	460	5	282244	7	152553	12	60155	21
ESC_GB6695AA_AS	5026176	203	24759.49	581653	103	431	4	203920	9	135360	15	28234	32
ESC_GB6696AA_AS	5136284	123	41758.41	663788	89	1627	9	282234	6	129224	11	43683	23
ESC_GB6889AA_AS	5191567	88	58995.08	631432	202	10	1	316029	7	178067	11	53691	19
ESC_GB6892AA_AS	4905051	77	63701.96	466816	138	100	1	243492	7	201434	12	50292	20
ESC_GB6898AA_AS	5115713	141	36281.65	406333	129	0	0	219068	9	113216	15	32152	30
ESC_GB6899AA_AS	5169576	84	61542.57	781178	156	0	0	372909	5	233579	8	62770	16
ESC_GB6901AA_AS	5236847	84	62343.42	458852	202	110	2	244267	8	161057	13	58939	23
ESC_GB6906AA_AS	5240772	93	56352.39	621632	199	0	0	194841	8	118498	14	49568	28
ESC_GB6943AA_AS	5362647	120	44688.72	633050	150	20	2	250605	8	129299	14	50324	28
ESC_GB6953AA_AS	5069176	54	93873.63	800548	179	0	0	368143	4	171775	9	92031	16
ESC_GB9758AA_AS	5141363	91	56498.49	806740	227	0	0	268796	6	174844	11	38226	22
ESC_GB9956AA_AS	5222486	79	66107.42	627034	255	100	1	268775	7	144196	12	50107	24
ESC_HA0198AA_AS	5234431	79	66258.62	896889	128	430	11	342527	5	204008	8	52342	17
ESC_HA0238AA_AS	5429111	200	27145.56	416093	128	1646	28	137482	11	90709	21	27009	43
ESC_HA0246AA_AS	5196351	175	29693.43	585872	131	300	3	114723	12	70380	24	29321	45
ESC_HA0364AA_AS	5274933	110	47953.94	733237	90	537	3	178682	8	131282	15	30984	29
ESC_HA0689AA_AS	5168959	430	12020.83	417402	74	1729	58	129172	11	88827	20	24236	42
ESC_HA1968AA_AS	5212492	140	37232.09	835555	90	284	5	185531	7	129426	14	32107	30
ESC_HA2055AA_AS	5006171	171	29275.85	289301	82	1249	8	113203	14	66019	24	22072	51
ESC_HA4979AA_AS	5314276	77	69016.57	822326	128	358	3	515527	4	268456	7	76507	15
ESC_HA5006AA_AS	5228278	66	79216.33	933778	128	418	5	389918	5	204006	9	101972	17
ESC_HA5023AA_AS	5330688	73	73023.12	631616	128	319	5	360324	6	178119	10	84666	18
ESC_HA5031AA_AS	5191751	60	86529.18	896839	128	418	5	360233	5	178280	8	88000	17
ESC_HA5037AA_AS	5177328	125	41418.62	467874	128	406	4	200992	8	140214	15	41597	27
ESC_HA5043AA_AS	5105885	71	71913.87	764256	128	414	7	360506	5	178116	9	51659	19
ESC_HA5076AA_AS	5054791	107	47241.04	834424	129	411	6	204009	7	148205	13	40406	26
ESC_HA5094AA_AS	5214918	75	69532.24	886479	128	414	4	286624	6	203914	9	63802	18
ESC_HA5098AA_AS	5199735	68	76466.69	764008	128	416	6	360313	5	178231	9	88664	17
ESC_HA5111AA_AS	5244928	106	49480.45	426048	128	320	5	244953	8	132133	14	51214	27
ESC_HA5117AA_AS	5080065	62	81936.53	764129	128	416	6	360546	5	178328	9	113724	16
ESC_HA5121AA_AS	5289608	79	66957.06	486071	128	406	3	213257	8	154412	14	83566	23
ESC_HA5136AA_AS	4944174	50	98883.48	480158	128	521	6	322760	7	194961	11	73122	18
ESC_HA5149AA_AS	5186066	102	50843.78	586692	128	503	4	269151	7	178117	11	41597	21
ESC_HA5153AA_AS	5220511	79	66082.42	597012	128	405	3	295699	7	162320	12	90420	21
ESC_HA5174AA_AS	5227881	70	74684.01	886718	128	418	6	359489	5	203915	8	87153	16
ESC_HA5557AA_AS	5222439	189	27631.95	606245	128	1567	14	195354	8	116271	15	33400	29
ESC_HA5565AA_AS	5210966	343	15192.32	392302	128	3432	38	125531	14	68379	26	24139	51
ESC_HA5568AA_AS	5233531	188	27837.93	484387	128	1564	14	227590	8	95136	15	39147	32
ESC_HA5570AA_AS	5380672	216	24910.52	632084	128	1266	22	243579	7	129265	13	32195	30
ESC_HA5572AA_AS	5243449	216	24275.23	432038	128	2422	28	168662	11	95137	18	35418	36
ESC_HA5579AA_AS	5211277	168	31019.51	550852	128	1260	13	229729	7	147066	13	40672	29
ESC_HA5580AA_AS	5223730	152	34366.64	613134	128	1139	13	263963	7	134543	13	49694	25
ESC_HA5591AA_AS	5215703	476	10957.36	88262	128	7967	90	35637	50	22730	85	10180	149
ESC_HA5615AA_AS	5214436	351	14855.94	414068	131	4431	53	134431	13	87950	23	30512	42
ESC_HA5663AA_AS	5139153	254	20232.89	284725	128	4548	56	124843	14	68089	25	35988	44
ESC_HA5665AA_AS	5275936	412	12805.67	399534	128	5231	60	144337	13	86639	23	15790	49
ESC_HA5683AA_AS	5229282	303	17258.36	300427	128	3800	41	110808	16	71038	28	19579	52
ESC_HA5800AA_AS	5199166	130	39993.58	452356	90	639	6	203930	9	129430	15	44621	28
ESC_HA6332AA_AS	5470707	151	36229.85	491049	90	360	1	210720	8	141693	14	28972	32
ESC_HA6342AA_AS	5405498	184	29377.71	687714	90	381	5	323079	6	143587	13	25480	31
ESC_HA6411AA_AS	5210025	130	40077.12	500014	88	372	5	259101	7	144704	13	37563	25
ESC_HA6413AA_AS	5311823	165	32192.87	609367	90	380	5	203930	7	130168	14	24394	33
ESC_HA6418AA_AS	5392049	157	34344.26	687241	88	379	6	323075	6	129426	13	31923	30
ESC_HA6420AA_AS	5433061	161	33745.72	625597	88	374	4	187195	9	132041	16	31090	31
ESC_HA7812AA_AS	5178132	118	43882.47	430785	128	373	3	183619	11	117541	18	30126	36
ESC_HA7918AA_AS	5142440	93	55295.05	295653	128	528	2	145965	12	90732	20	35990	38
ESC_HA7931AA_AS	5243209	117	44813.75	459519	119	324	4	159586	11	114640	19	34435	34
ESC_HA8230AA_AS	5209181	141	36944.55	286470	126	289	6	108869	17	71975	28	30946	52
ESC_HA8271AA_AS	5003313	95	52666.45	350396	128	378	4	151552	12	98796	20	42518	34
ESC_HA8279AA_AS	5131717	127	40407.22	630516	118	52	4	216756	8	154950	13	44688	26
ESC_HA8369AA_AS	5501297	156	35264.72	921927	124	260	6	184576	8	116616	16	30551	34
ESC_HA8540AA_AS	5107937	118	43287.60	491475	116	378	4	174142	9	128748	15	31009	29
ESC_HA9073AA_AS	5021467	61	82319.13	623802	126	0	0	216811	7	164194	12	50687	22
ESC_HB0486AA_AS	5264587	82	64202.28	563793	136	210	3	282515	7	194594	11	43067	21
ESC_HB8007AA_AS	5384670	238	22624.66	325627	202	200	2	87512	18	43263	36	15669	73
ESC_HB8577AA_AS	5263654	207	25428.28	564318	128	300	3	200988	8	123646	14	31060	32
ESC_IA0801AA_AS	5257410	211	24916.64	417796	88	2561	38	177665	9	135770	15	43801	27
ESC_IA0804AA_AS	5212449	141	36967.72	625387	88	373	4	204877	7	144337	13	44629	24
ESC_IA0811AA_AS	5323253	198	26885.12	636411	88	289	8	203926	7	129419	13	30971	31
ESC_IA0816AA_AS	5253617	150	35024.11	665153	88	2326	29	383834	5	171607	10	48368	19
ESC_IA1449AA_AS	5103644	74	68968.16	497231	90	10	1	268873	7	173592	12	60219	21
ESC_IA2216AA_AS	5135312	89	57700.13	673651	116	285	6	282249	7	162290	12	67235	20
ESC_IA2220AA_AS	5182575	96	53985.16	602498	116	297	7	282308	7	132545	12	71476	22
ESC_IA2221AA_AS	5061964	80	63274.55	768762	116	368	4	358821	5	178092	9	51879	19
ESC_IA2225AA_AS	5031904	93	54106.49	630145	112	285	6	188273	7	136031	13	54323	22
ESC_IA2226AA_AS	5106884	124	41184.55	632513	112	0	0	226018	7	158273	13	50848	23
ESC_IA2233AA_AS	5074049	65	78062.29	891130	126	505	6	407132	5	178112	9	54265	17
ESC_IA2239AA_AS	5337152	77	69313.66	661283	122	387	5	203996	7	129657	13	46092	25
ESC_IA2257AA_AS	5092300	77	66133.77	563497	114	291	9	282245	7	171860	11	90039	19
ESC_IA2262AA_AS	5144827	102	50439.48	500197	114	1178	12	196584	9	113825	16	37685	31
ESC_IA2264AA_AS	5158925	119	43352.31	592309	114	0	0	282192	7	158554	12	54331	22
ESC_IA2269AA_AS	5338948	218	24490.59	420911	127	376	3	162802	11	119895	19	24547	40
ESC_IB6001AA_AS	5167936	106	48754.11	793756	234	53	1	183235	8	148418	14	41597	26
ESC_IB6595AA_AS	5098296	94	54237.19	475244	181	139	2	203914	8	136178	14	43954	25
ESC_IB6619AA_AS	5240157	68	77061.13	491452	445	476	5	282220	8	162291	13	61164	22
ESC_IB6797AA_AS	5271235	143	36861.78	358917	155	110	2	204008	9	121081	15	37402	29
ESC_IB7362AA_AS	5199751	88	59088.08	763905	103	286	3	355098	5	181149	9	103873	17
ESC_IB7375AA_AS	4973033	87	57161.30	728891	173	0	0	268937	6	174844	11	42761	20
ESC_IB7386AA_AS	5098033	104	49019.55	513465	209	100	1	261732	7	147863	13	47920	23
ESC_IB7413AA_AS	5019195	90	55768.83	751199	173	100	1	268788	6	183536	10	46498	19
ESC_IB7420AA_AS	5223492	135	38692.53	662199	106	0	0	267675	6	116902	13	49618	25
ESC_IB7431AA_AS	5156303	80	64453.79	886206	106	200	2	358036	5	175289	9	53781	18
ESC_IB7433AA_AS	5222675	64	81604.30	1265065	245	302	3	360398	4	177705	8	88664	15
ESC_IB7438AA_AS	5122131	43	119119.33	1261923	239	200	2	482202	3	203914	7	113712	13
ESC_IB7443AA_AS	5215305	116	44959.53	686922	107	100	1	355937	6	203929	9	50855	18
ESC_IB7449AA_AS	5076855	90	56409.50	809179	104	150	3	360157	5	230442	8	55336	16
ESC_IB7459AA_AS	5129622	70	73280.31	770668	173	300	3	360226	5	203914	8	76093	16
ESC_IB7463AA_AS	5214943	78	66858.24	768395	225	201	9	263476	7	177500	11	44476	21
ESC_IB7465AA_AS	5233152	175	29903.73	825221	179	86	1	180782	8	113706	15	24277	37
ESC_IB7469AA_AS	5037748	88	57247.14	703296	126	0	0	269271	6	159000	11	45756	21
ESC_IB7473AA_AS	5186083	61	85017.75	903360	179	100	1	458337	4	203914	8	88664	15
ESC_IB7486AA_AS	5087330	72	70657.36	766801	194	200	2	353640	5	168248	9	49694	19
ESC_IB7490AA_AS	5158169	72	71641.24	653449	239	210	3	332120	6	204013	9	113279	16
ESC_IB7499AA_AS	5215805	91	57316.54	546268	283	0	0	211154	9	127668	15	44658	29
ESC_IB7516AA_AS	5206333	117	44498.57	799367	234	0	0	284271	5	174934	10	35692	18
ESC_IB7517AA_AS	5107906	74	69025.76	660482	179	200	2	278345	6	129322	12	74945	22
ESC_IB7519AA_AS	5120778	61	83947.18	843430	171	100	1	353923	5	204007	9	90004	16
ESC_IB7523AA_AS	5202911	85	61210.72	660209	104	632	7	360269	6	177840	10	59634	18
ESC_IB7528AA_AS	5182694	52	99667.19	1264866	173	110	2	458337	3	203914	7	129280	13
ESC_IB7529AA_AS	5181858	96	53977.69	707575	265	100	1	320537	6	141365	11	43051	22
ESC_IB7531AA_AS	5065663	59	85858.69	886533	183	100	1	458414	4	204007	8	113840	14
ESC_IB7532AA_AS	5200793	95	54745.19	789599	234	100	1	282235	5	164117	9	54338	18
ESC_IB7542AA_AS	5209747	74	70401.99	682416	170	100	1	358039	6	203914	11	102579	18
ESC_IB7548AA_AS	5055555	80	63194.44	614821	126	273	3	357984	5	160136	9	64324	18
ESC_IB7561AA_AS	5107805	47	108676.70	1265065	239	200	2	360398	4	203914	7	113301	14
ESC_IB7571AA_AS	5538279	114	48581.39	801964	99	40	1	358209	5	186274	10	50613	21
ESC_IB7572AA_AS	5109338	61	83759.64	834983	142	407	10	405870	5	238006	9	57413	16
ESC_IB7574AA_AS	5090093	66	77122.62	1221108	173	0	0	360383	4	180130	8	76093	16
ESC_IB7576AA_AS	5113456	118	43334.37	621487	101	287	3	240494	6	162243	11	41699	23
ESC_IB7582AA_AS	5176120	111	46631.71	621870	232	100	1	240772	7	138212	12	53301	22
ESC_IB7591AA_AS	5098459	102	49984.89	551221	97	103	2	235251	8	113443	13	51677	25
ESC_IB7597AA_AS	5113361	153	33420.66	702560	120	110	2	276892	6	173294	10	52471	21
ESC_IB7604AA_AS	5133579	91	56412.96	621870	194	200	2	268734	6	168827	11	53301	22
ESC_IB7609AA_AS	5073412	55	92243.85	825210	229	54	2	310329	6	193087	10	64135	17
ESC_IB7611AA_AS	5164775	74	69794.26	972869	178	0	0	267675	6	160214	10	59764	19
ESC_IB7615AA_AS	5066875	57	88892.54	770319	174	200	2	360223	5	220338	8	113456	15
ESC_IB7625AA_AS	4971151	86	57804.08	770720	129	0	0	204003	7	151653	13	58046	21
ESC_IB7630AA_AS	5047775	59	85555.51	663754	162	75	3	281911	6	203805	10	103279	17
ESC_IB7632AA_AS	5252494	181	29019.30	515478	120	110	2	191762	7	109194	15	33455	31
ESC_IB7635AA_AS	5094570	66	77190.45	687181	209	100	1	268775	6	144210	11	65535	20
ESC_IB7639AA_AS	5157801	125	41262.41	577639	106	0	0	182464	8	129246	15	32116	29
ESC_IB7649AA_AS	5146207	72	71475.10	1257774	165	238	3	360571	4	204008	7	102579	15
ESC_IB7656AA_AS	5071212	87	58289.79	674091	106	253	2	346030	6	193416	10	67071	17
ESC_IB7668AA_AS	5042840	51	98879.22	774379	236	100	1	360347	5	204013	8	113283	15
ESC_IB7669AA_AS	5121020	83	61699.04	551611	171	0	0	230297	8	118720	15	51223	25
ESC_IB7673AA_AS	5261377	105	50108.35	752013	194	0	0	279456	6	116332	12	40856	25
ESC_IB7676AA_AS	5083996	74	68702.65	612138	159	140	3	326028	6	252701	9	56698	18
ESC_IB7682AA_AS	5126269	64	80097.95	774100	106	348	3	360153	5	226220	8	113200	15
ESC_IB7683AA_AS	5296680	71	74601.13	808770	99	0	0	340069	5	203931	9	109167	16
ESC_IB7686AA_AS	5055466	75	67406.21	766994	162	98	5	399979	5	160452	8	56668	16
ESC_IB7693AA_AS	5164268	94	54939.02	651784	106	200	2	266464	6	129222	11	51347	21
ESC_IB7708AA_AS	5123217	62	82632.53	1264797	179	191	2	458122	3	203901	7	113493	13
ESC_IB7712AA_AS	5126164	71	72199.49	933754	182	110	2	360220	5	184422	9	83250	16
ESC_IB7713AA_AS	5172461	109	47453.77	764024	165	100	1	360565	5	177704	9	54354	18
ESC_IB7718AA_AS	5123095	47	109002.02	886594	170	200	2	604564	4	230056	7	106635	13
ESC_IB7720AA_AS	5181323	133	38957.32	613495	95	100	1	263880	6	120134	12	49618	23
ESC_IB7723AA_AS	5238451	163	32137.74	363993	106	352	3	238257	9	119992	15	34176	34
ESC_IB7726AA_AS	5183602	77	67319.51	631580	182	200	2	204006	7	161652	13	83258	21
ESC_IB7731AA_AS	5330929	121	44057.26	690710	102	200	2	281177	6	177627	11	55647	20
ESC_IB7732AA_AS	5070181	100	50701.81	621670	126	200	2	207626	7	150899	12	35615	25
ESC_IB7738AA_AS	5082422	55	92407.67	763937	239	200	2	360285	5	203914	8	113166	15
ESC_IB7742AA_AS	5086334	77	66056.29	457506	211	200	2	195426	9	122239	15	51412	28
ESC_IB7745AA_AS	5200067	110	47273.34	518881	165	100	1	194589	9	147862	15	35691	28
ESC_IB8255AA_AS	5039759	59	85419.64	491364	239	300	3	283232	7	150387	12	102579	20
ESC_IB8355AA_AS	5194784	117	44399.86	495754	211	291	3	244081	8	117057	13	32193	26
ESC_IB9074AA_AS	5094694	93	54781.66	744671	165	0	0	204004	7	156568	13	33414	28
ESC_JA3774AA_AS	5109509	121	42227.35	625491	93	548	7	238356	7	124208	13	30657	27
ESC_JA3853AA_AS	5210668	188	27716.32	632077	90	969	5	263705	7	131892	13	31309	28
ESC_JA3948AA_AS	4984132	78	63899.13	496330	90	300	8	357762	6	177476	10	113372	17
ESC_JA4010AA_AS	5274498	158	33382.90	445191	90	423	8	238971	8	148930	14	46600	26
ESC_JA4488AA_AS	5091031	89	57202.60	453519	266	10	1	192020	9	113191	16	49576	28
