name	pMLST_scheme	pMLST
ESC_AA9842AA_AS	IncF RST	F18:A-:B-
ESC_AA9845AA_AS	IncF RST	F96:A-:B-
ESC_AA9849AA_AS	IncF RST	F4:A-:B1
ESC_AA9859AA_AS	IncF RST	F34:A-:B1
ESC_AA9882AA_AS	IncF RST	C4:A-:B8
ESC_AA9905AA_AS	IncF RST	C4:A-:B1
ESC_AA9919AA_AS	IncF RST	F40:A-:B11
ESC_AA9922AA_AS	IncF RST	F22:A1:B20
ESC_AA9960AA_AS	IncF RST	F1:A2:B20
ESC_AA9968AA_AS	IncF RST	F-:A-:B11
ESC_AA9971AA_AS	IncF RST	F-:A-:B11
ESC_AA9991AA_AS	IncF RST	C4:A-:B1
ESC_AB0988AA_AS	IncF RST	F-:A-:B-
ESC_AB1908AA_AS	IncF RST	F23:A-:B3
ESC_AB1909AA_AS	IncF RST	F23:A-:B3
ESC_AB1910AA_AS	IncF RST	F23:A-:B-
ESC_AB1911AA_AS	IncF RST	F23:A-:B3
ESC_AB1912AA_AS	IncF RST	F23:A-:B3
ESC_AB1913AA_AS	IncF RST	F23:A-:B3
ESC_AB1915AA_AS	IncF RST	C4:A-:B1
ESC_AB1916AA_AS	IncF RST	F34:A-:B-
ESC_AB1917AA_AS	IncF RST	F2:A8:B25
ESC_AB1918AA_AS	IncF RST	F-:A-:B-
ESC_AB1919AA_AS	IncF RST	F-:A-:B-
ESC_AB1920AA_AS	IncF RST	F-:A-:B-
ESC_AB1921AA_AS	IncF RST	F-:A-:B-
ESC_AB1922AA_AS	IncF RST	F-:A2:B-
ESC_AB1923AA_AS	IncF RST	F-:A-:B-
ESC_AB1924AA_AS	IncF RST	F-:A-:B-
ESC_AB1925AA_AS	IncF RST	F-:A-:B-
ESC_AB1926AA_AS	IncF RST	F95:A-:B-
ESC_AB1927AA_AS	IncF RST	F-:A-:B11
ESC_AB1928AA_AS	IncF RST	F2:A-:B1
ESC_AB1950AA_AS	IncF RST	C5:A-:B53
ESC_AB1999AA_AS	IncF RST	F100:A-:B-
ESC_AB2000AA_AS	IncF RST	F-:A-:B-
ESC_AB2001AA_AS	IncF RST	F24:A-:B-
ESC_AB2002AA_AS	IncF RST	F24:A-:B-
ESC_AB2152AA_AS	IncF RST	F2:A-:B-
ESC_AB2155AA_AS	IncF RST	F14:A-:B-
ESC_AB5039AA_AS	IncF RST	F-:A-:B-
ESC_AB5040AA_AS	IncF RST	F-:A-:B-
ESC_AB6947AA_AS	IncF RST	F23:A-:B3
ESC_AB6948AA_AS	IncF RST	F-:A1:B-
ESC_AB6949AA_AS	IncF RST	F-:A-:B43
ESC_AB6950AA_AS	IncF RST	F23:A-:B3
ESC_AB6951AA_AS	IncF RST	C4:A-:B1
ESC_AB6952AA_AS	IncF RST	F23:A-:B3
ESC_AB6953AA_AS	IncF RST	F29:A-:B-
ESC_AB6955AA_AS	IncF RST	F-:A-:B-
ESC_AB6957AA_AS	IncF RST	F23:A-:B3
ESC_AB6958AA_AS	IncF RST	F-:A-:B15
ESC_AB6959AA_AS	IncF RST	F5:A-:B-
ESC_AB6960AA_AS	IncF RST	F-:A-:B59
ESC_AB6961AA_AS	IncF RST	F-:A-:B-
ESC_AB6962AA_AS	IncF RST	F23:A-:B3
ESC_AB7536AA_AS	IncF RST	F27:A-:B-
ESC_AB7595AA_AS	IncF RST	F28:A-:B-
ESC_AB7715AA_AS	IncF RST	F24:A-:B1
ESC_AB7716AA_AS	IncF RST	F35:A-:B10
ESC_AB7717AA_AS	IncF RST	F31:A4:B1
ESC_AB7718AA_AS	IncF RST	F28:A-:B-
ESC_AB7719AA_AS	IncF RST	F-:A-:B59
ESC_AB7720AA_AS	IncF RST	F28:A-:B-
ESC_AB7721AA_AS	IncF RST	F-:A-:B-
ESC_AB7723AA_AS	IncF RST	F63:A-:B-
ESC_AB7724AA_AS	IncF RST	F23:A-:B3
ESC_AB7725AA_AS	IncF RST	F23:A-:B3
ESC_AB7726AA_AS	IncF RST	F5:A-:B-
ESC_AB7727AA_AS	IncF RST	F-:A-:B59
ESC_AB7728AA_AS	IncF RST	F5:A-:B-
ESC_AB7729AA_AS	IncF RST	F23:A-:B3
ESC_AB7730AA_AS	IncF RST	F23:A-:B3
ESC_AB7731AA_AS	IncF RST	F1:A-:B33
ESC_AB7732AA_AS	IncF RST	F-:A-:B59
ESC_AB7733AA_AS	IncF RST	F2:A-:B10
ESC_AB7734AA_AS	IncF RST	F23:A-:B3
ESC_AB7735AA_AS	IncF RST	F-:A-:B-
ESC_AB7736AA_AS	IncF RST	F-:A-:B11
ESC_AB7737AA_AS	IncF RST	F-:A-:B59
ESC_AB7738AA_AS	IncF RST	F28:A-:B-
ESC_AB7739AA_AS	IncF RST	F23:A-:B3
ESC_AB7740AA_AS	IncF RST	F35:A-:B45
ESC_AB7741AA_AS	IncF RST	F23:A-:B3
ESC_AB7742AA_AS	IncF RST	F-:A-:B59
ESC_AB7743AA_AS	IncF RST	F23:A-:B3
ESC_AB7744AA_AS	IncF RST	F-:A1:B-
ESC_AB7745AA_AS	IncF RST	F82:A-:B-
ESC_AB7746AA_AS	IncF RST	F23:A-:B3
ESC_AB7747AA_AS	IncF RST	F-:A-:B11
ESC_AB7748AA_AS	IncF RST	F23:A-:B3
ESC_AB7749AA_AS	IncF RST	F23:A-:B3
ESC_AB7750AA_AS	IncF RST	F23:A-:B3
ESC_AB7751AA_AS	IncF RST	F23:A-:B3
ESC_AB7752AA_AS	IncF RST	F82:A-:B-
ESC_AB7753AA_AS	IncF RST	F-:A-:B-
ESC_AB7754AA_AS	IncF RST	F1:A1:B23
ESC_AB7755AA_AS	IncF RST	F23:A-:B3
ESC_AB7756AA_AS	IncF RST	F28:A-:B-
ESC_AB7757AA_AS	IncF RST	F16:A-:B11
ESC_AB7759AA_AS	IncF RST	F23:A-:B3
ESC_AB7760AA_AS	IncF RST	F4:A-:B-
ESC_AB7761AA_AS	IncF RST	F-:A-:B-
ESC_AB7762AA_AS	IncF RST	F2:A-:B-
ESC_AB7763AA_AS	IncF RST	C4:A6:B42
ESC_AB7764AA_AS	IncF RST	F-:A-:B-
ESC_AB7765AA_AS	IncF RST	F-:A-:B-
ESC_AB7766AA_AS	IncF RST	C4:A6:B1
ESC_AB7767AA_AS	IncF RST	F16:A-:B1
ESC_AB7768AA_AS	IncF RST	F82:A-:B-
ESC_AB7769AA_AS	IncF RST	F16:A-:B1
ESC_AB7770AA_AS	IncF RST	F2:A-:B1
ESC_AB7771AA_AS	IncF RST	C1:A6:B16
ESC_AB7772AA_AS	IncF RST	F-:A-:B42
ESC_AB7773AA_AS	IncF RST	F2:A-:B12
ESC_AB7774AA_AS	IncF RST	F18:A-:B1
ESC_AB7775AA_AS	IncF RST	C4:A-:B1
ESC_AB7776AA_AS	IncF RST	F-:A-:B-
ESC_AB7777AA_AS	IncF RST	C4:A1:B1
ESC_AB7778AA_AS	IncF RST	F72:A-:B1
ESC_AB7779AA_AS	IncF RST	C4:A5:B1
ESC_AB7780AA_AS	IncF RST	F2:A6:B71
ESC_AB7781AA_AS	IncF RST	C4:A-:B1
ESC_AB8833AA_AS	IncF RST	F1:A-:B33
ESC_AB8834AA_AS	IncF RST	F-:A-:B11
ESC_AB8835AA_AS	IncF RST	F-:A1:B1
ESC_AB8836AA_AS	IncF RST	F9:A-:B-
ESC_AB8837AA_AS	IncF RST	F23:A-:B3
ESC_AB8838AA_AS	IncF RST	F-:A-:B11
ESC_AB8839AA_AS	IncF RST	F-:A-:B59
ESC_AB8840AA_AS	IncF RST	F-:A1:B-
ESC_AB8841AA_AS	IncF RST	F102:A17:B-
ESC_AB8842AA_AS	IncF RST	F82:A-:B-
ESC_AB9029AA_AS	IncF RST	F24:A-:B-
ESC_AB9032AA_AS	IncF RST	F-:A-:B-
ESC_AB9033AA_AS	IncF RST	F-:A-:B-
ESC_AB9034AA_AS	IncF RST	F-:A-:B15
ESC_AB9078AA_AS	IncF RST	F4:A-:B20
ESC_AB9079AA_AS	IncF RST	F40:A-:B-
ESC_AB9080AA_AS	IncF RST	F-:A-:B-
ESC_AB9081AA_AS	IncF RST	F-:A-:B-
ESC_AB9082AA_AS	IncF RST	F-:A-:B-
ESC_AB9083AA_AS	IncF RST	F-:A-:B-
ESC_AB9084AA_AS	IncF RST	F-:A-:B-
ESC_AB9085AA_AS	IncF RST	F-:A-:B-
ESC_AB9086AA_AS	IncF RST	F-:A-:B-
ESC_AB9087AA_AS	IncF RST	F-:A-:B-
ESC_AB9088AA_AS	IncF RST	F-:A-:B-
ESC_AB9090AA_AS	IncF RST	F-:A-:B-
ESC_AB9093AA_AS	IncF RST	F-:A-:B-
ESC_AB9094AA_AS	IncF RST	F-:A-:B-
ESC_AB9095AA_AS	IncF RST	F-:A-:B-
ESC_AB9096AA_AS	IncF RST	F-:A-:B-
ESC_AB9097AA_AS	IncF RST	F-:A-:B-
ESC_AB9098AA_AS	IncF RST	F-:A-:B-
ESC_AB9099AA_AS	IncF RST	F-:A-:B-
ESC_AB9100AA_AS	IncF RST	F24:A-:B1
ESC_AB9101AA_AS	IncF RST	F-:A-:B-
ESC_AB9102AA_AS	IncF RST	F-:A-:B-
ESC_AB9103AA_AS	IncF RST	F-:A-:B-
ESC_AB9104AA_AS	IncF RST	F106:A-:B-
ESC_AB9105AA_AS	IncF RST	F-:A-:B-
ESC_AB9106AA_AS	IncF RST	F24:A-:B46
ESC_AB9107AA_AS	IncF RST	F24:A-:B-
ESC_AB9913AA_AS	IncF RST	C4:A-:B1
ESC_BA0003AA_AS	IncF RST	F-:A-:B-
ESC_BA0023AA_AS	IncF RST	F2:A1:B-
ESC_BA0046AA_AS	IncF RST	C4:A-:B1
ESC_BA0079AA_AS	IncF RST	F29:A-:B10
ESC_BA0082AA_AS	IncF RST	F16:A-:B-
ESC_BA0085AA_AS	IncF RST	F29:A-:B10
ESC_BA0095AA_AS	IncF RST	F2:A-:B-
ESC_BA0096AA_AS	IncF RST	F52:A-:B52
ESC_BA0101AA_AS	IncF RST	F-:A-:B-
ESC_BA0103AA_AS	IncF RST	F-:A-:B11
ESC_BA0117AA_AS	IncF RST	F4:A-:B1
ESC_BA0121AA_AS	IncF RST	F43:A-:B-
ESC_BA0122AA_AS	IncF RST	F2:A-:B1
ESC_BA0134AA_AS	IncF RST	F-:A-:B13
ESC_BA0143AA_AS	IncF RST	F23:A-:B3
ESC_BA0153AA_AS	IncF RST	F19:A-:B9
ESC_BA0160AA_AS	IncF RST	F1:A2:B20
ESC_BA0168AA_AS	IncF RST	F30:A-:B-
ESC_BA0175AA_AS	IncF RST	F2:A-:B-
ESC_BA0188AA_AS	IncF RST	F57:A1:B1
ESC_BA0197AA_AS	IncF RST	F-:A-:B-
ESC_BA0229AA_AS	IncF RST	F5:A-:B-
ESC_BA0231AA_AS	IncF RST	F35:A-:B24
ESC_BA0235AA_AS	IncF RST	F23:A-:B3
ESC_BA0246AA_AS	IncF RST	C4:A6:B1
ESC_BA0257AA_AS	IncF RST	F-:A-:B-
ESC_BA0265AA_AS	IncF RST	F5:A-:B-
ESC_BA0272AA_AS	IncF RST	F35:A-:B-
ESC_BA0285AA_AS	IncF RST	F-:A-:B-
ESC_BA0293AA_AS	IncF RST	F-:A-:B-
ESC_BA0298AA_AS	IncF RST	F89:A-:B62
ESC_BA0299AA_AS	IncF RST	C4:A-:B1
ESC_BA0308AA_AS	IncF RST	F40:A-:B-
ESC_BA0320AA_AS	IncF RST	C4:A-:B16
ESC_BA0371AA_AS	IncF RST	F-:A-:B-
ESC_BA0379AA_AS	IncF RST	F1:A2:B20
ESC_BA0408AA_AS	IncF RST	F2:A1:B1
ESC_BA0416AA_AS	IncF RST	F-:A-:B-
ESC_BA0435AA_AS	IncF RST	F24:A-:B1
ESC_BA0462AA_AS	IncF RST	F36:A-:B32
ESC_BA0468AA_AS	IncF RST	F36:A4:B1
ESC_BA0501AA_AS	IncF RST	F8:A-:B-
ESC_BA0511AA_AS	IncF RST	F-:A21:B-
ESC_BA0512AA_AS	IncF RST	C4:A-:B1
ESC_BA0519AA_AS	IncF RST	F-:A-:B-
ESC_BA0538AA_AS	IncF RST	F-:A-:B-
ESC_BA0550AA_AS	IncF RST	F36:A4:B1
ESC_BA0557AA_AS	IncF RST	F23:A-:B3
ESC_BA0578AA_AS	IncF RST	F43:A-:B1
ESC_BA0583AA_AS	IncF RST	F16:A-:B-
ESC_BA0589AA_AS	IncF RST	F-:A-:B-
ESC_BA0591AA_AS	IncF RST	F2:A-:B-
ESC_BA0592AA_AS	IncF RST	F77:A-:B-
ESC_BA0593AA_AS	IncF RST	F-:A1:B1
ESC_BA0607AA_AS	IncF RST	F24:A-:B1
ESC_BA0620AA_AS	IncF RST	F34:A-:B11
ESC_BA0634AA_AS	IncF RST	F-:A-:B-
ESC_BA0652AA_AS	IncF RST	F23:A-:B3
ESC_BA0673AA_AS	IncF RST	F-:A-:B-
ESC_BA0690AA_AS	IncF RST	F23:A-:B3
ESC_BA0696AA_AS	IncF RST	F48:A-:B25
ESC_BA0699AA_AS	IncF RST	F-:A-:B-
ESC_BA0702AA_AS	IncF RST	F-:A-:B11
ESC_BA0713AA_AS	IncF RST	F-:A-:B13
ESC_BA0729AA_AS	IncF RST	C4:A6:B1
ESC_BA0749AA_AS	IncF RST	F-:A-:B-
ESC_BA0835AA_AS	IncF RST	F-:A-:B-
ESC_BA0848AA_AS	IncF RST	F1:A2:B-
ESC_BA0852AA_AS	IncF RST	F2:A-:B-
ESC_BA0853AA_AS	IncF RST	F-:A-:B-
ESC_BA0867AA_AS	IncF RST	F1:A2:B20
ESC_BA0894AA_AS	IncF RST	F-:A-:B-
ESC_BA0921AA_AS	IncF RST	F-:A-:B1
ESC_BA0935AA_AS	IncF RST	F23:A-:B3
ESC_BA0944AA_AS	IncF RST	F2:A1:B-
ESC_BA0958AA_AS	IncF RST	C4:A-:B1
ESC_BA0965AA_AS	IncF RST	F-:A-:B24
ESC_BA0967AA_AS	IncF RST	F98:A-:B-
ESC_BA0980AA_AS	IncF RST	C4:A-:B1
ESC_BA0981AA_AS	IncF RST	F23:A-:B3
ESC_BA0988AA_AS	IncF RST	F23:A-:B3
ESC_BA1000AA_AS	IncF RST	F29:A-:B10
ESC_BA1014AA_AS	IncF RST	F2:A-:B-
ESC_BA1017AA_AS	IncF RST	F2:A1:B-
ESC_BA1028AA_AS	IncF RST	F2:A1:B-
ESC_BA1033AA_AS	IncF RST	K10:A-:B-
ESC_BA1043AA_AS	IncF RST	F-:A-:B11
ESC_BA1047AA_AS	IncF RST	F2:A1:B-
ESC_BA1054AA_AS	IncF RST	F-:A-:B-
ESC_BA1064AA_AS	IncF RST	F-:A-:B-
ESC_BA1081AA_AS	IncF RST	F-:A-:B10
ESC_BA1119AA_AS	IncF RST	F-:A-:B-
ESC_BA1121AA_AS	IncF RST	F23:A-:B3
ESC_BA1143AA_AS	IncF RST	F1:A2:B20
ESC_BA1178AA_AS	IncF RST	C4:A6:B1
ESC_BA1188AA_AS	IncF RST	C4:A-:B6
ESC_BA1201AA_AS	IncF RST	F-:A-:B-
ESC_BA1208AA_AS	IncF RST	F-:A-:B-
ESC_BA1234AA_AS	IncF RST	F2:A-:B-
ESC_BA1242AA_AS	IncF RST	F-:A-:B-
ESC_BA1243AA_AS	IncF RST	F24:A-:B1
ESC_BA1247AA_AS	IncF RST	F-:A-:B-
ESC_BA1248AA_AS	IncF RST	C1:A-:B-
ESC_BA1255AA_AS	IncF RST	F-:A-:B-
ESC_BA1275AA_AS	IncF RST	F-:A6:B1
ESC_BA1278AA_AS	IncF RST	F-:A-:B-
ESC_BA1312AA_AS	IncF RST	F8:A-:B-
ESC_BA1334AA_AS	IncF RST	F23:A-:B3
ESC_BA1336AA_AS	IncF RST	F1:A1:B1
ESC_BA1341AA_AS	IncF RST	F30:A-:B1
ESC_BA1344AA_AS	IncF RST	F29:A-:B10
ESC_BA1350AA_AS	IncF RST	F48:A-:B25
ESC_BA1351AA_AS	IncF RST	F29:A-:B10
ESC_BA1357AA_AS	IncF RST	F1:A1:B-
ESC_BA1382AA_AS	IncF RST	C4:A-:B1
ESC_BA1404AA_AS	IncF RST	F30:A-:B-
ESC_BA1406AA_AS	IncF RST	F1:A2:B20
ESC_BA1414AA_AS	IncF RST	F24:A-:B1
ESC_BA1423AA_AS	IncF RST	F-:A-:B-
ESC_BA1427AA_AS	IncF RST	F-:A-:B-
ESC_BA1432AA_AS	IncF RST	F2:A-:B-
ESC_BA1435AA_AS	IncF RST	C4:A-:B16
ESC_BA1451AA_AS	IncF RST	F29:A-:B10
ESC_BA1452AA_AS	IncF RST	F-:A-:B-
ESC_BA1458AA_AS	IncF RST	C4:A-:B1
ESC_BA1463AA_AS	IncF RST	F10:A2:B20
ESC_BA1475AA_AS	IncF RST	F31:A4:B1
ESC_BA1539AA_AS	IncF RST	C4:A5:B1
ESC_BA1541AA_AS	IncF RST	F96:A-:B-
ESC_BA1572AA_AS	IncF RST	F-:A-:B-
ESC_BA1578AA_AS	IncF RST	F4:A-:B1
ESC_BA1581AA_AS	IncF RST	F-:A-:B15
ESC_BA1585AA_AS	IncF RST	F-:A2:B23
ESC_BA1626AA_AS	IncF RST	F57:A2:B46
ESC_BA1627AA_AS	IncF RST	F104:A5:B1
ESC_BA1644AA_AS	IncF RST	F24:A-:B1
ESC_BA1659AA_AS	IncF RST	F23:A-:B3
ESC_BA1698AA_AS	IncF RST	F-:A-:B-
ESC_BA1711AA_AS	IncF RST	C4:A-:B1
ESC_BA1729AA_AS	IncF RST	F2:A1:B-
ESC_BA1740AA_AS	IncF RST	F24:A-:B40
ESC_BA1773AA_AS	IncF RST	F2:A1:B-
ESC_BA1793AA_AS	IncF RST	F-:A-:B-
ESC_BA1818AA_AS	IncF RST	C4:A-:B1
ESC_BA1820AA_AS	IncF RST	F-:A-:B-
ESC_BA1835AA_AS	IncF RST	F-:A-:B-
ESC_BA1879AA_AS	IncF RST	F29:A-:B10
ESC_BA1886AA_AS	IncF RST	F-:A-:B-
ESC_BA1892AA_AS	IncF RST	F-:A-:B-
ESC_BA1898AA_AS	IncF RST	C1:A-:B53
ESC_BA1933AA_AS	IncF RST	C4:A-:B1
ESC_BA1954AA_AS	IncF RST	F-:A-:B-
ESC_BA1963AA_AS	IncF RST	F23:A-:B3
ESC_BA1964AA_AS	IncF RST	F1:A1:B-
ESC_BA1968AA_AS	IncF RST	F-:A1:B-
ESC_BA1975AA_AS	IncF RST	F23:A-:B3
ESC_BA1983AA_AS	IncF RST	F-:A-:B13
ESC_BA1998AA_AS	IncF RST	F96:A-:B-
ESC_BA2031AA_AS	IncF RST	F4:A-:B1
ESC_BA2034AA_AS	IncF RST	F2:A-:B1
ESC_BA2046AA_AS	IncF RST	F1:A1:B16
ESC_BA2053AA_AS	IncF RST	C4:A-:B1
ESC_BA2055AA_AS	IncF RST	C4:A6:B1
ESC_BA2091AA_AS	IncF RST	F8:A-:B11
ESC_BA2094AA_AS	IncF RST	F-:A-:B11
ESC_BA2109AA_AS	IncF RST	F30:A-:B-
ESC_BA2115AA_AS	IncF RST	F-:A-:B3
ESC_BA2129AA_AS	IncF RST	C4:A-:B1
ESC_BA2131AA_AS	IncF RST	F1:A2:B20
